game_id,scene_id,character_id,name,title,source
re,re_31,20,Rebecca Chambers,Slideshow,https://gamefaqs.gamespot.com/ps/198462-resident-evil-directors-cut/faqs/20010
re,re_31,6,Albert Wesker,Slideshow,https://gamefaqs.gamespot.com/ps/198462-resident-evil-directors-cut/faqs/20010
re,re_31,15,Chris Redfield,Slideshow,https://gamefaqs.gamespot.com/ps/198462-resident-evil-directors-cut/faqs/20010
re,re_33,16,Jill Valentine,Wesker's Death,https://gamefaqs.gamespot.com/ps/198462-resident-evil-directors-cut/faqs/20010
re,re_33,20,Rebecca Chambers,Wesker's Death,https://gamefaqs.gamespot.com/ps/198462-resident-evil-directors-cut/faqs/20010
re,re_33,6,Albert Wesker,Wesker's Death,https://gamefaqs.gamespot.com/ps/198462-resident-evil-directors-cut/faqs/20010
re,re_33,15,Chris Redfield,Wesker's Death,https://gamefaqs.gamespot.com/ps/198462-resident-evil-directors-cut/faqs/20010
re,re_34,16,Jill Valentine,Radio Transmission #3,https://gamefaqs.gamespot.com/ps/198462-resident-evil-directors-cut/faqs/20010
re,re_34,18,Brad Vickers,Radio Transmission #3,https://gamefaqs.gamespot.com/ps/198462-resident-evil-directors-cut/faqs/20010
re,re_34,20,Rebecca Chambers,Radio Transmission #3,https://gamefaqs.gamespot.com/ps/198462-resident-evil-directors-cut/faqs/20010
re,re_34,15,Chris Redfield,Radio Transmission #3,https://gamefaqs.gamespot.com/ps/198462-resident-evil-directors-cut/faqs/20010
re,re_35,18,Brad Vickers,Brad's Gift,https://gamefaqs.gamespot.com/ps/198462-resident-evil-directors-cut/faqs/20010
re2,re2_01,1,Leon Scott Kennedy,What have we got here?,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_01,25,Claire Redfield,What have we got here?,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_02,1,Leon Scott Kennedy,Hold you’re fire I’m a human.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_03,1,Leon Scott Kennedy,Survivors In the Other rooms.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_04,1,Leon Scott Kennedy,Good too see your still among the living.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_04,25,Claire Redfield,Good too see your still among the living.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_05,1,Leon Scott Kennedy,Ada Wong,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_05,3,Ada Wong,Ada Wong,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_06,1,Leon Scott Kennedy,Who the heck are you?,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_06,3,Ada Wong,Who the heck are you?,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_06,31,Ben Bertolucci,Who the heck are you?,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_07,1,Leon Scott Kennedy,It’s a dead end.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_07,3,Ada Wong,It’s a dead end.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_08,1,Leon Scott Kennedy,I’ll catch up with you.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_08,3,Ada Wong,I’ll catch up with you.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_09,3,Ada Wong,Get that Scum!,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_09,31,Ben Bertolucci,Get that Scum!,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_09,1,Leon Scott Kennedy,Get that Scum!,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_10,1,Leon Scott Kennedy,Reckless and Stupid.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_10,3,Ada Wong,Reckless and Stupid.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_11,28,Annette Birkin,I have to talk to her.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_11,1,Leon Scott Kennedy,I have to talk to her.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_11,3,Ada Wong,I have to talk to her.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_12,27,William Birkin,Eat this you freak.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_12,28,Annette Birkin,Eat this you freak.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_12,3,Ada Wong,Eat this you freak.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_13,1,Leon Scott Kennedy,Alligator Attack.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_13,3,Ada Wong,Alligator Attack.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_14,1,Leon Scott Kennedy,The Sooner the better.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_14,3,Ada Wong,The Sooner the better.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_15,27,William Birkin,Snap out of it.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_15,1,Leon Scott Kennedy,Snap out of it.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_15,3,Ada Wong,Snap out of it.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_16,1,Leon Scott Kennedy,We’re leaving this place together.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_16,3,Ada Wong,We’re leaving this place together.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_17,28,Annette Birkin,You’re So Gullible.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_17,1,Leon Scott Kennedy,You’re So Gullible.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_17,3,Ada Wong,You’re So Gullible.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_18,28,Annette Birkin,"Shut up, you’re gonna make it.",https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_18,1,Leon Scott Kennedy,"Shut up, you’re gonna make it.",https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_18,3,Ada Wong,"Shut up, you’re gonna make it.",https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_19,26,Sherry Birkin,This is just the beginning.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_19,1,Leon Scott Kennedy,This is just the beginning.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_19,25,Claire Redfield,This is just the beginning.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_20,1,Leon Scott Kennedy,I'm finally here.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_20,25,Claire Redfield,I'm finally here.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_21,25,Claire Redfield,Don't Come Any Closer.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_22,1,Leon Scott Kennedy,Good too see your still among the living.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_22,25,Claire Redfield,Good too see your still among the living.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_23,25,Claire Redfield,You'll end up just like all the others.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_24,26,Sherry Birkin,I'm Not a Zombie.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_24,25,Claire Redfield,I'm Not a Zombie.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_25,26,Sherry Birkin,Don't go alone.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_25,25,Claire Redfield,Don't go alone.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_26,26,Sherry Birkin,I'm on my way.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_26,25,Claire Redfield,I'm on my way.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_27,26,Sherry Birkin,I'm going down there.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_27,25,Claire Redfield,I'm going down there.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_28,25,Claire Redfield,Everyone's Gonna die.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_29,26,Sherry Birkin,We should be able to find some place safe.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_29,25,Claire Redfield,We should be able to find some place safe.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_30,26,Sherry Birkin,Run!,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_30,25,Claire Redfield,Run!,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_31,1,Leon Scott Kennedy,Someone tried to kill me.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_31,25,Claire Redfield,Someone tried to kill me.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_32,28,Annette Birkin,No one will take that away from me.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_32,25,Claire Redfield,No one will take that away from me.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_33,26,Sherry Birkin,Its the truth.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_33,25,Claire Redfield,Its the truth.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_34,26,Sherry Birkin,What was that?,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_34,25,Claire Redfield,What was that?,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_35,25,Claire Redfield,Where is she?,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_36,26,Sherry Birkin,"Which room, tell me!",https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_36,28,Annette Birkin,"Which room, tell me!",https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_36,25,Claire Redfield,"Which room, tell me!",https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_37,26,Sherry Birkin,Sucker.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_37,25,Claire Redfield,Sucker.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_38,26,Sherry Birkin,You have to escape.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_38,28,Annette Birkin,You have to escape.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_38,25,Claire Redfield,You have to escape.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_39,3,Ada Wong,Who are you?,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_39,25,Claire Redfield,Who are you?,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_40,26,Sherry Birkin,Its finally over.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_40,1,Leon Scott Kennedy,Its finally over.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_40,25,Claire Redfield,Its finally over.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_41,26,Sherry Birkin,We've still got a job to do.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_41,1,Leon Scott Kennedy,We've still got a job to do.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_41,25,Claire Redfield,We've still got a job to do.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_42,1,Leon Scott Kennedy,I'm finally here.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_42,25,Claire Redfield,I'm finally here.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_43,25,Claire Redfield,What's going on in this town?,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_44,25,Claire Redfield,We should have listened to them.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_45,26,Sherry Birkin,I'll go look for her.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_45,1,Leon Scott Kennedy,I'll go look for her.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_45,25,Claire Redfield,I'll go look for her.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_46,25,Claire Redfield,You'll end up just like all the others.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_47,26,Sherry Birkin,I found the girl.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_47,1,Leon Scott Kennedy,I found the girl.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_47,25,Claire Redfield,I found the girl.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_48,26,Sherry Birkin,Don't go alone.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_48,25,Claire Redfield,Don't go alone.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_49,26,Sherry Birkin,I can take care of myself.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_49,25,Claire Redfield,I can take care of myself.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_50,26,Sherry Birkin,I'm glad to see you're safe Claire.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_50,25,Claire Redfield,I'm glad to see you're safe Claire.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_51,25,Claire Redfield,The ultimate bio-weapon.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_52,26,Sherry Birkin,Are you crazy!,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_52,1,Leon Scott Kennedy,Are you crazy!,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_52,25,Claire Redfield,Are you crazy!,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_53,26,Sherry Birkin,I'm here.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_53,25,Claire Redfield,I'm here.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_54,28,Annette Birkin,You must be Annette.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_54,25,Claire Redfield,You must be Annette.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_55,26,Sherry Birkin,"Come on, lets go.",https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_55,25,Claire Redfield,"Come on, lets go.",https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_56,26,Sherry Birkin,I have to hurry.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_56,27,William Birkin,I have to hurry.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_56,25,Claire Redfield,I have to hurry.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_57,26,Sherry Birkin,I'll be right back.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_57,25,Claire Redfield,I'll be right back.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_58,28,Annette Birkin,Tell me what I need to know.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_58,25,Claire Redfield,Tell me what I need to know.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_59,1,Leon Scott Kennedy,I've got something else to take care of.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_59,25,Claire Redfield,I've got something else to take care of.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_60,26,Sherry Birkin,I have to find my brother.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_60,1,Leon Scott Kennedy,I have to find my brother.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_60,25,Claire Redfield,I have to find my brother.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_61,1,Leon Scott Kennedy,What have we got here?,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_61,25,Claire Redfield,What have we got here?,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_62,1,Leon Scott Kennedy,Don't Come Any Closer - Alternate.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_63,26,Sherry Birkin,I'll go look for her - Alternate.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_63,1,Leon Scott Kennedy,I'll go look for her - Alternate.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_63,25,Claire Redfield,I'll go look for her - Alternate.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_64,1,Leon Scott Kennedy,Ada Wong,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_64,3,Ada Wong,Ada Wong,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_65,1,Leon Scott Kennedy,Who the heck are you?,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_65,3,Ada Wong,Who the heck are you?,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_65,31,Ben Bertolucci,Who the heck are you?,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_66,26,Sherry Birkin,It’s a dead end - alternate.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_66,1,Leon Scott Kennedy,It’s a dead end - alternate.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_66,3,Ada Wong,It’s a dead end - alternate.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_67,1,Leon Scott Kennedy,I’ll catch up with you - Alternate.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
